"DOMAIN","TITLE","",""
"IMAGE","A colorful street market fills narrow alleyways, vendors hawking everything from spices to textiles.","",""
"MATHS","Find the greatest common divisor (GCD) of 24 and 36","",""
"MATHS","What is a bipartite graph?","",""
"IMAGE","Quest for inner peace amidst the chaos of life.","",""
"IMAGE","A mysterious banshee wailing mournfully in the misty moonlight.","",""
"IMAGE","Friends having a game night with video games and snacks.","",""
"MATHS","The ages of students in a class are normally distributed with a mean of 20 and a standard deviation of 2. What percentage of students are between 18 and 22 years old?","",""
"INFO","What causes high blood sugar?","",""
"MATHS","Dependent events","",""
"IMAGE","Statement oxidized jewelry sets for a bohemian vibe.","",""
"MATHS","Determine if a linear transformation is invertible.","",""
"MATHS","Determine the equation of a line given its slope and a point on the line.","",""
"INFO","How do I promote creativity in the classroom?","",""
"IMAGE","A peaceful mountain stream cascading over moss-covered rocks.","",""
"IMAGE","A bustling city square with towering skyscrapers and bustling crowds.","",""
"MATHS","Determine the area bounded by the curve","",""
"INFO","What are the most important KPIs for","",""
"IMAGE","An ancient ruin surrounded by dense jungle.","",""
"INFO","How many Grand Slam titles does Leander Paes have in tennis?","",""
"MATHS","The heights of students in a class are normally distributed with a mean of 160 cm and a standard deviation of 10 cm. What percentage of students are shorter than 170 cm?","",""
"INFO","What is A.R. Rahman's latest album?","",""
"INFO","Who developed the first successful polio vaccine?","",""
"MATHS","Joint probability","",""
"IMAGE","A man attending a wine tasting event and sampling different wines.","",""
"INFO","What are the top songs composed by Shankar-Ehsaan-Loy?","",""
"MATHS","Periodic function","",""
"INFO","Can you share a recipe for a traditional Argentine asado?","",""
"INFO","What was the significance of the Vijayanagara Empire in South Indian history?","",""
"MATHS","If two triangles are similar, what can you say about their corresponding medians?","",""
"INFO","How do I travel safely during a pandemic?","",""
"INFO","What is Priyanka Chopra's upcoming project in Hollywood?","",""
"MATHS","speed","",""
"MATHS","A factory produces 1000 units of a product per day. The rate of production is decreasing by 5 units per day due to machine wear and tear. Write a differential equation to model the number of units produced as a function of time.","",""
"MATHS","Calculate the z-score ","",""
"INFO","What is agile project management","",""
"INFO","What programming language should I learn first","",""
"IMAGE","A wise tortoise plods slowly along a sandy beach, its ancient shell a symbol of resilience and endurance.","",""
"MATHS","Is 888888888 divisible by 2, 4, 8, and 9?","",""
"IMAGE","A student preparing for a standardized test like the SAT or ACT.","",""
"IMAGE","A lively street market with vendors selling fresh produce and handmade crafts.","",""
"INFO","Who is Rahul Gandhi?","",""
"MATHS","find the value of","",""
"INFO","How many Grammy Awards has Zakir Hussain won?","",""
"MATHS","Find the volume of the largest cone that can be inscribed in a sphere of radius 10 cm.","",""
"IMAGE","A winding hiking trail leads through a dense forest.","",""
"INFO","How is technology influencing education?","",""
"MATHS","What is the chromatic number of a graph?","",""
"INFO","What were the major contributions of Indian scientists and scholars to the fields of astronomy and mathematics?","",""
"INFO","What causes the tides on Earth?","",""
"IMAGE","Dance of shadows in the light of understanding.","",""
"IMAGE","Stylish silk kurtas paired with churidar pants or jeans.","",""
"INFO","What did Marie Curie discover that earned her two Nobel Prizes?","",""
"INFO","How do I apply for a Schengen visa?","",""
"INFO","What is the next film project of Salman Khan?","",""
"MATHS","What is the length of the diagonal of a square with an area of 36 square units?","",""
"MATHS","Determine the common ratio of the geometric sequence: 1, -2, 4, -8, ...","",""
"INFO","How does biometric technology work","",""
"IMAGE","A family of polar bears frolicking in the snow.","",""
"INFO","How did the Scramble for Africa by European powers impact the continent?","",""
"MATHS","A ball is thrown upward with an initial velocity of 20 m/s. Write an equation to model the height of the ball as a function of time.","",""
"INFO","How is automation impacting job markets?","",""
"INFO","What are NASA's current missions and projects","",""
"MATHS","diagonal matrix","",""
"INFO","Which classical instrument does Ustad Amjad Ali Khan play?","",""
"INFO","What are the benefits of inclusive education?","",""
"IMAGE","Friends roasting marshmallows over a bonfire.","",""
"IMAGE","Serenade of stars in the night's embrace.","",""
"INFO","How do I help my child prepare for standardized tests?","",""
"INFO","What is the name of the first movie produced by Anushka Sharma's production company?","",""
"INFO","How to replace a broken window pane?","",""
"MATHS","Determine the equation of the line of reflection for a given reflection.","",""
"IMAGE","A dramatic lightning bolt illuminates a stormy sky.","",""
"MATHS","A rectangular prism has a volume of 1000 cubic centimeters. If its dimensions are in the ratio 5:4:3, find its dimensions.","",""
"INFO","Construct a model essay on","",""
"MATHS","Please divide and tell me the quotient","",""
"INFO","How to protect against identity theft?","",""
"IMAGE","A serene lake reflects the colors of a fiery sunset.","",""
"INFO","Create a lesson outline for a lesson on","",""
"MATHS","Determine if a given linear transformation is diagonalizable.","",""
"IMAGE","A winding river winds through a lush green valley.","",""
"IMAGE","A vibrant arts district is a melting pot of creativity, with galleries, studios, and theaters lining the streets.","",""
"INFO","What are the benefits of using a VPN (Virtual Private Network)?","",""
"INFO","Explain the customs followed during Maha Navami as part of Durga Puja.","",""
"MATHS","∫","",""
"INFO","What role did George Westinghouse play in the invention of alternating current electricity?","",""
"INFO","What is the currency of","",""
"IMAGE","A pristine alpine meadow dotted with grazing sheep and wildflowers.","",""
"IMAGE","Robotic dog becomes therapy companion for children with autism","",""
"INFO","What role did Indian cuisine play in shaping Indian culture and identity?","",""
"INFO","What are the latest trends in drone technology?","",""
"IMAGE","A virtual reality simulation gone awry.","",""
"INFO","What is the process by which plants release water vapor called?","",""
"INFO","How does blockchain technology work?","",""
"IMAGE","A student exploring their cultural heritage through cultural events and festivals.","",""
"INFO","Who invented the first practical electric light bulb?","",""
"INFO","How to make a DIY picture frame?","",""
"IMAGE","A bustling financial center is a testament to the city's economic prowess, with banks, stock exchanges, and corporate headquarters.","",""
"MATHS","A semicircular garden has a diameter of 14 meters. Calculate its perimeter and area.","",""
"INFO","What is the meaning of life","",""
"IMAGE","Children having a tea party with stuffed animals.","",""
"MATHS","area of ","",""
"INFO","Practical applications in daily life of","",""
"INFO","Who is known as the inventor of the sewing machine?","",""
"IMAGE","Vernacular architecture utilizes local materials and construction techniques, often passed down through generations.","",""
"INFO","What are some micro-interactions to consider when designing an","",""
"INFO","What are the traditions associated with Bihu in Assam?","",""
"INFO","What is the main function of the urinary system?","",""
"MATHS","A rocket is to travel from the surface of the earth to a point on the surface of the moon. What path should the rocket take to minimize fuel consumption?","",""
"MATHS","Find the median of the numbers 3, 6, 9, 12, 15.","",""
"IMAGE","A wise old treefolk standing sentinel in an ancient forest.","",""
"MATHS","A company wants to minimize the cost of producing a cylindrical can. Given a fixed volume, find the dimensions that minimize the cost.","",""
"IMAGE","A group of friends studying together in a coffee shop.","",""
"INFO","What are the implications of the recent elections in [country]?","",""
"IMAGE","A cozy log cabin nestled in a snowy pine forest, smoke rising from its chimney.","",""
"INFO","What are the most beautiful castles to visit in Europe?","",""
"IMAGE","Children riding bicycles in the park.","",""
"INFO","What are some notable works by Vikram Seth?","",""
"IMAGE","An ancient castle perched atop a craggy cliff, overlooking the rolling sea.","",""
"INFO","What role did Alexander Graham Bell play in the invention of the telephone?","",""
"IMAGE","A serene fjord surrounded by towering cliffs and cascading waterfalls.","",""
"IMAGE","A majestic waterfall thunders down rocky cliffs.","",""
"INFO","What are the security risks of smart TVs?","",""
"INFO","How to invest in international real estate?","",""
"INFO","Write a happy birthday message","",""
"MATHS","Explain the concept of an Eulerian path.","",""
"IMAGE","A bustling waterfront promenade offers panoramic views of the harbor and skyline.","",""
"INFO","How to choose the right insurance coverage for my needs?","",""
"IMAGE","A graceful gazelle bounds gracefully across the savanna, its slender legs carrying it effortlessly over the grass","",""
"IMAGE","Kaleidoscope of emotions in the human psyche.","",""
